IP	Ident	Userid	Timestamp	Timezone	HTTP_Request	HTTP_Status	HTTP_Duration	HTTP_Referer	Browser_Type
217.107.218.126	-	-	[10/Mar/2004:00:09:38	-0500]	CONNECT mxs.mail.ru:25 HTTP/1.1	400	381	-	-
24.235.131.196	-	-	[10/Mar/2004:00:09:55	-0500]	GET http://www.cheerleaderluv.com/iframe.php HTTP/1.0	302	0	http://www.cheerleaderluv.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:11:05	-0500]	GET http://www.cloudcash.com/iframe.php HTTP/1.0	404	278	http://www.cloudcash.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
192.117.242.67	-	-	[10/Mar/2004:00:11:09	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
192.117.242.67	-	-	[10/Mar/2004:00:11:09	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:11:15	-0500]	GET http://www.cluberoticxxx.com/iframe.php HTTP/1.0	404	282	http://www.cluberoticxxx.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
195.5.54.47	-	-	[10/Mar/2004:00:11:40	-0500]	GET http://195.5.54.47:8081/?SESS979542919 HTTP/1.1	200	5	-	-
195.5.54.47	-	-	[10/Mar/2004:00:11:40	-0500]	GET http://195.5.54.47:8081/?SESS1731306375 HTTP/1.1	200	5	-	-
195.5.54.47	-	-	[10/Mar/2004:00:11:40	-0500]	GET http://195.5.54.47:8081/?SESS302556040 HTTP/1.1	200	5	-	-
24.235.131.196	-	-	[10/Mar/2004:00:12:04	-0500]	GET http://www.coltstudios.com/iframe.php HTTP/1.0	404	1635	http://www.coltstudios.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.201.201.176	-	-	[10/Mar/2004:00:12:38	-0500]	GET http://www.acsearch.com/index.php?q=VVBZasMwFLxKEFSfjvYtmN6g0I8ewFtjEUdyJRvHLb17n5yvCkbLzPCe3jROu5/spENf65B2dMmOEofadT81p7w0qTDMIT8fEndImUqYihIFsIUUDg2fvj90kMsJtrYwvSMVYcr+W5pzKZTQghhrFROcMGs4Mxxe0jDCKZNQwzi05iGF5j6UktqhPDbJhyt6it3ku9uapqOvhT+PyzK783nbturWhBj7aai6eD8fxmVMcb2OQMTpdY7ZLz6GWhPC8eL7uh3DtQ0htjHM7RQmwPwdHznF1O0bhmFqUlGDB7hQDJtkzCrNND5iqyGvF0YaQMkMHy2LS2vLLdH44+29JoQSbYyVUlqhpORWMJzXUpsaWcZQkORj9gkG9u5pVlTKy+8f HTTP/1.1	302	0	http://www.acsearch.com/index.php	Mozilla/4.0 (compatible; MSIE 4.01; Windows 98)
24.201.201.176	-	-	[10/Mar/2004:00:12:38	-0500]	GET http://www.kanoodle.com/clickthrough.cool?position=7003&tid=bhngbnnobonpblnlblnpzoxsrorcyw&bid=0.18&eid=1&id=52296727&query=buy%20a%20star&clickid=57793907&UNQ=00107889555946553942&subid=185 HTTP/1.1	301	394	http://www.acsearch.com/index.php	Mozilla/4.0 (compatible; MSIE 4.01; Windows 98)
24.201.201.176	-	-	[10/Mar/2004:00:12:39	-0500]	GET http://click.linksynergy.com/fs-bin/stat?id=vPIPvbGDKE8&offerid=24682.10000003&type=3&subid=5 HTTP/1.1	302	411	http://www.acsearch.com/index.php	Mozilla/4.0 (compatible; MSIE 4.01; Windows 98)
24.201.201.176	-	-	[10/Mar/2004:00:12:39	-0500]	GET http://click.linksynergy.com/fs-bin/swat?lsnsig=O%2B4mFt2UMlk&id=vPIPvbGDKE8&offerid=24682.10000003&type=3&subid=5 HTTP/1.1	302	360	http://www.acsearch.com/index.php	Mozilla/4.0 (compatible; MSIE 4.01; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:12:45	-0500]	GET http://www.creamy-pussy.com/iframe.php HTTP/1.0	500	422	http://www.creamy-pussy.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:12:47	-0500]	GET http://www.credittherapy.com/iframe.php HTTP/1.0	404	25	http://www.credittherapy.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
218.72.85.59	-	-	[10/Mar/2004:00:12:50	-0500]	GET http://hpcgi1.nifty.com/trino/ProxyJ/prxjdg.cgi HTTP/1.1	200	2220	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
218.72.85.59	-	-	[10/Mar/2004:00:13:00	-0500]	GET http://hpcgi1.nifty.com/trino/ProxyJ/prxjdg.cgi HTTP/1.1	200	2221	-	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)
24.235.131.196	-	-	[10/Mar/2004:00:13:20	-0500]	GET http://www.cum-soaked-pussy.com/iframe.php HTTP/1.0	302	0	http://www.cum-soaked-pussy.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
192.117.242.67	-	-	[10/Mar/2004:00:13:52	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:13:55	-0500]	GET http://www.cumsoakedpanties.com/iframe.php HTTP/1.0	302	0	http://www.cumsoakedpanties.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
212.160.136.163	-	-	[10/Mar/2004:00:14:06	-0500]	GET http://red-search.com/search.php?ID=48&fString=thesaurus HTTP/1.0	302	0	http://power.lifting.ifbbpro.net/	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT)
212.160.136.163	-	-	[10/Mar/2004:00:14:08	-0500]	GET http://red-search.com/search_results.php?fSearch_id=d0cd3fb1489846e1&fString=thesaurus HTTP/1.0	200	11570	http://power.lifting.ifbbpro.net/	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT)
212.160.136.163	-	-	[10/Mar/2004:00:14:09	-0500]	GET http://red-search.com/redirect.php?fID=548620 HTTP/1.0	302	0	http://red-search.com/search_results.php?fSearch_id=d0cd3fb1489846e1&fString=thesaurus	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT)
212.160.136.163	-	-	[10/Mar/2004:00:14:15	-0500]	GET http://www.blowsearch.com/r.php?mc=754608P4478625S5N58605O4Q5858605O4958525N5757595P695O47585P695O40546O9P4854699P409O999O98809O8R8N946N9P4N505P5S5P5Q575N546N8P4O5O5N546796679098855O8N86908O8N865R8089988O80965=d?cfnDDDgyhnsrq/upenrf/zbpDDDkrncfDDDjjj//CCCcgguCCCCCCMMM112CCCCCC511DDD1CCCCCCfhehnfrugCCCCCC0476099812OOO1682118308OOO122DDD45DDD18DDD77CCCCCC0430099812CCCCCC012DDD712DDD95DDD97CCCCCCvzbqCCCCCC]ffbOupenrF[CCCCCC1682118308&v=58c3fd195b6400bb344097356b7a1ff8 HTTP/1.0	302	2	http://red-search.com/search_results.php?fSearch_id=d0cd3fb1489846e1&fString=thesaurus	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT)
212.160.136.163	-	-	[10/Mar/2004:00:14:16	-0500]	GET http://www.spaex.com/search/default.asp?q=45897B7788797E457A7B79857A7B447789865586534A4B4B3C7A534A464D4C4F4C494A3C8A538A7E7B89778B888B893C8853473C8B53493B485C47463B485C4846464A4147483B4957474D3B49574A4F4157633C795346 HTTP/1.0	302	121	http://red-search.com/search_results.php?fSearch_id=d0cd3fb1489846e1&fString=thesaurus	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT)
212.160.136.163	-	-	[10/Mar/2004:00:14:17	-0500]	GET http://www.spaex.com/search/decode.asp?p=455&d=40769634&t=thesaurus&r=1&u=3%2F10%2F2004+12%3A17%3A49+AM&c=0&ref=http%3A%2F%2Fred%2Dsearch%2Ecom%2Fsearch%5Fresults%2Ephp%3FfSearch%5Fid%3Dd0cd3fb1489846e1%26fString%3Dthesaurus HTTP/1.0	302	121	http://red-search.com/search_results.php?fSearch_id=d0cd3fb1489846e1&fString=thesaurus	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT)
212.160.136.163	-	-	[10/Mar/2004:00:14:18	-0500]	GET http://click.atdmt.com/MON/go/shdgtmon00700036mon/direct%3Bat.monmon009618%3Bct.1/01/ HTTP/1.0	302	0	http://red-search.com/search_results.php?fSearch_id=d0cd3fb1489846e1&fString=thesaurus	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT)
24.235.131.196	-	-	[10/Mar/2004:00:14:51	-0500]	GET http://www.daredevilvault.com/iframe.php HTTP/1.0	302	0	http://www.daredevilvault.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.87.228.95	-	-	[10/Mar/2004:00:14:59	-0500]	CONNECT www.google.com:443 HTTP/1.1	200	-	-	-
24.87.228.95	-	-	[10/Mar/2004:00:14:59	-0500]	CONNECT smtp.sina.com:25 HTTP/1.1	200	-	-	-
24.87.228.95	-	-	[10/Mar/2004:00:15:01	-0500]	CONNECT www.google.com:443 HTTP/1.1	200	-	-	-
24.87.228.95	-	-	[10/Mar/2004:00:15:01	-0500]	CONNECT smtp.sina.com:25 HTTP/1.1	200	-	-	-
24.87.228.95	-	-	[10/Mar/2004:00:15:03	-0500]	CONNECT www.google.com:443 HTTP/1.1	200	-	-	-
24.87.228.95	-	-	[10/Mar/2004:00:15:03	-0500]	CONNECT smtp.sina.com:25 HTTP/1.1	200	-	-	-
192.117.242.67	-	-	[10/Mar/2004:00:16:11	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
192.117.242.67	-	-	[10/Mar/2004:00:16:12	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:16:28	-0500]	GET http://www.dman-presents.com/iframe.php HTTP/1.0	404	5706	http://www.dman-presents.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:16:50	-0500]	GET http://www.dorothylaine.com/iframe.php HTTP/1.0	404	2808	http://www.dorothylaine.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:16:55	-0500]	GET http://www.doublejranch.com/iframe.php HTTP/1.0	404	695	http://www.doublejranch.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:17:10	-0500]	GET http://www.drawingpalace.com/iframe.php HTTP/1.0	302	0	http://www.drawingpalace.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:17:37	-0500]	GET http://www.dutchroxy.com/iframe.php HTTP/1.0	302	279	http://www.dutchroxy.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:17:41	-0500]	GET http://www.dymecentral.com/iframe.php HTTP/1.0	500	420	http://www.dymecentral.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:17:46	-0500]	GET http://www.e-feet.de/iframe.php HTTP/1.0	404	274	http://www.e-feet.de/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
218.68.219.92	-	-	[10/Mar/2004:00:18:38	-0500]	GET http://www.searchpat.com/cgi-bin/sf.cgi?t=f4&keys=zfzazshdzahozihxzxzfhhzofcfddkhyzfzhzxhvzyaxavhvzkzazpzkhkzcfafchahdzoaihdskfnsydoandhfyxxxyszsyaihdaoffsyfafzzzdczcdssddfdchzfoaiszakcnczzsfiddfhzzasfmsxaaapazssfkziaaaffpdkansofpaszvsfafsysmdhdoanfcfpdkdzaodhaadhaxdczdzaapskznhmzsszfzaisyffhzazzfhnfsaphnapaizifyzcdnacdkzkzyskazzadizxasddaxfhdzfdssschpfxdysidfzzfddahcapanzyfddszmfyfyfdhcaaskafaszndfhyzfzzzfzzzmapxkfhzvsdassczcadsxshasapsssasischcapsdavhpsyhdhnhnsiaxazhnhmzvhdshsxsxakshadhnsasmsdsysxhcsnafazaaafaazmaaaksphcamsxsfakaxscaysoszzmfcfysaaszczchmhzzmavsoso&kw=toys HTTP/1.0	302	508	http://www.searchpat.com/cgi-bin/smartsearch.cgi?username=discovery&keywords=Toys	Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)
218.68.219.92	-	-	[10/Mar/2004:00:18:42	-0500]	GET http://click.search123.com/cgi-bin/clickthru.cgi?EI=23419&Q=toys&NGT=GI9b2dUG2TjSD/dcNPHhUk1K4oltvTnA3G5wb/wO/2i/WlkDe7fbjz76ZaPqOzIVMQpHPbmqhn7FmaXDxt9LciznrCk2NSM7YBtfwK/BQiT6G3GPgWx7vlfJCIOaUgDk&x=1&IP=192.168.1.103&UID=75757577575 HTTP/1.0	302	221	http://www.searchpat.com/cgi-bin/smartsearch.cgi?username=discovery&keywords=Toys	Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)
218.68.219.92	-	-	[10/Mar/2004:00:18:46	-0500]	GET http://rd5.sex.com/js?clickId=Ad4ZwQNI8UV HTTP/1.0	200	767	http://www.searchpat.com/cgi-bin/smartsearch.cgi?username=discovery&keywords=Toys	Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:18:50	-0500]	GET http://www.elitepornstars.com/iframe.php HTTP/1.0	302	233	http://www.elitepornstars.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
192.117.242.67	-	-	[10/Mar/2004:00:18:58	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:19:05	-0500]	GET http://www.elroyporn.com/iframe.php HTTP/1.0	302	0	http://www.elroyporn.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
203.121.182.141	-	-	[10/Mar/2004:00:19:48	-0500]	CONNECT 209.15.20.152:25 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:20:03	-0500]	GET http://www.eternal-nymphets.org/iframe.php HTTP/1.0	404	301	http://www.eternal-nymphets.org/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
195.5.54.47	-	-	[10/Mar/2004:00:20:14	-0500]	GET http://195.5.54.47:8081/?SESS944285066 HTTP/1.1	200	5	-	-
195.5.54.47	-	-	[10/Mar/2004:00:20:15	-0500]	GET http://195.5.54.47:8081/?SESS1884398987 HTTP/1.1	200	5	-	-
195.5.54.47	-	-	[10/Mar/2004:00:20:15	-0500]	GET http://195.5.54.47:8081/?SESS821536138 HTTP/1.1	200	5	-	-
24.235.131.196	-	-	[10/Mar/2004:00:20:22	-0500]	GET http://www.eveelli.com/iframe.php HTTP/1.0	500	412	http://www.eveelli.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
202.47.59.142	-	-	[10/Mar/2004:00:20:26	-0500]	GET http://free.wegcash.com/click/_S/nodednocons/16/zilr93/AAA/_E/ HTTP/1.0	302	0	www.thumbnailsource.com	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322 )
202.47.59.142	-	-	[10/Mar/2004:00:20:27	-0500]	GET http://www.amateurporn4free.com/_B64S_bm9kZWRub2NvbnMvMTYvemlscjkzL0FBQS93d3cudGh1bWJuYWlsc291cmNlLmNvbS8xMDc4ODk2MDI0L2ZBMVJONXZneUZ1Qmc=_E/?webmaster=zilr93&program=nodednocons&page= HTTP/1.0	200	375	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322 )
202.47.59.142	-	-	[10/Mar/2004:00:20:28	-0500]	GET http://www.amateurporn4free.com/_B64S_bm9kZWRub2NvbnMvMTYvemlscjkzL0FBQS93d3cudGh1bWJuYWlsc291cmNlLmNvbS8xMDc4ODk2MDI0L2ZBMVJONXZneUZ1Qmc=_E/index.html HTTP/1.0	200	7561	http://www.amateurporn4free.com/_B64S_bm9kZWRub2NvbnMvMTYvemlscjkzL0FBQS93d3cudGh1bWJuYWlsc291cmNlLmNvbS8xMDc4ODk2MDI0L2ZBMVJONXZneUZ1Qmc=_E/?webmaster=zilr93&program=nodednocons&page=	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322 )
202.47.59.142	-	-	[10/Mar/2004:00:20:31	-0500]	POST http://www.amateurporn4free.com/_B64S_bm9kZWRub2NvbnMvMTYvemlscjkzL0FBQS93d3cudGh1bWJuYWlsc291cmNlLmNvbS8xMDc4ODk2MDI0L2ZBMVJONXZneUZ1Qmc=_E/join.php HTTP/1.0	302	0	http://www.amateurporn4free.com/_B64S_bm9kZWRub2NvbnMvMTYvemlscjkzL0FBQS93d3cudGh1bWJuYWlsc291cmNlLmNvbS8xMDc4ODk2MDI0L2ZBMVJONXZneUZ1Qmc=_E/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322 )
217.165.150.237	-	-	[10/Mar/2004:00:20:54	-0500]	GET http://securityresponse.symantec.com/avcenter/download/us-files/20040309-008-i32.exe HTTP/1.1	206	4744777	http://securityresponse.symantec.com/avcenter/download/pages/US-N95.html	GetRight/5.0.1a
192.117.242.67	-	-	[10/Mar/2004:00:21:03	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
192.117.242.67	-	-	[10/Mar/2004:00:21:03	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:21:17	-0500]	GET http://www.exoticamy.com/iframe.php HTTP/1.0	302	219	http://www.exoticamy.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
218.29.56.234	-	-	[10/Mar/2004:00:21:38	-0500]	GET http://searchcave.com/search.php?ID=1117&fString=free+casino+games HTTP/1.1	302	5	http://anf.530cn.com/zfw/search.asp	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
203.121.182.142	-	-	[10/Mar/2004:00:21:45	-0500]	CONNECT 210.242.13.46:25 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:21:49	-0500]	GET http://www.exoticwife.com/iframe.php HTTP/1.0	302	0	http://www.exoticwife.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
62.233.169.194	-	-	[10/Mar/2004:00:21:50	-0500]	CONNECT service.niksoftware.ru:80 HTTP/1.1	400	381	-	-
212.160.136.163	-	-	[10/Mar/2004:00:21:52	-0500]	CONNECT service.niksoftware.ru:80 HTTP/1.1	400	381	-	-
24.235.131.196	-	-	[10/Mar/2004:00:22:03	-0500]	GET http://www.exclamation-american-wet-shaved-teen-pussy-photos.com/iframe.php HTTP/1.0	500	496	http://www.exclamation-american-wet-shaved-teen-pussy-photos.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
218.29.56.234	-	-	[10/Mar/2004:00:22:32	-0500]	GET http://searchcave.com/redirect.php?fID=34014351 HTTP/1.1	302	5	http://searchcave.com/search_results.php?fSearch_id=8f0130005667468a&fString=free+casino+games	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)
218.72.85.59	-	-	[10/Mar/2004:00:22:52	-0500]	GET http://hpcgi1.nifty.com/trino/ProxyJ/prxjdg.cgi HTTP/1.1	200	2236	-	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt; i-NavFourF)
24.235.131.196	-	-	[10/Mar/2004:00:23:14	-0500]	GET http://www.feliciatang.com/iframe.php HTTP/1.0	404	320	http://www.feliciatang.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:23:17	-0500]	GET http://www.femalecock.com/iframe.php HTTP/1.0	302	210	http://www.femalecock.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:23:37	-0500]	GET http://www.femsupreme.com/iframe.php HTTP/1.0	404	2090	http://www.femsupreme.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
192.117.242.67	-	-	[10/Mar/2004:00:23:47	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:23:53	-0500]	GET http://www.ffandg.com/iframe.php HTTP/1.0	404	15797	http://www.ffandg.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:24:10	-0500]	GET http://www.fetcat.com/iframe.php HTTP/1.0	500	410	http://www.fetcat.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:25:28	-0500]	GET http://www.forestmen.com/iframe.php HTTP/1.0	404	148	http://www.forestmen.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:25:53	-0500]	GET http://www.frantik-pod.com/iframe.php HTTP/1.0	302	0	http://www.frantik-pod.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:25:54	-0500]	GET http://www.free-sex-toys.com/iframe.php HTTP/1.0	302	297	http://www.free-sex-toys.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
192.117.242.67	-	-	[10/Mar/2004:00:25:54	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
192.117.242.67	-	-	[10/Mar/2004:00:25:54	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
203.121.182.189	-	-	[10/Mar/2004:00:26:41	-0500]	CONNECT 209.15.20.141:25 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:26:48	-0500]	GET http://www.freepornxxx.com/iframe.php HTTP/1.0	302	0	http://www.freepornxxx.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:26:57	-0500]	GET http://www.fuckingsexygirls.com/iframe.php HTTP/1.0	500	430	http://www.fuckingsexygirls.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
203.121.182.140	-	-	[10/Mar/2004:00:27:27	-0500]	CONNECT 64.169.254.189:25 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:27:47	-0500]	GET http://www.gangbangmodels.com/iframe.php HTTP/1.0	302	0	http://www.gangbangmodels.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:28:11	-0500]	GET http://www.gaythrills.com/iframe.php HTTP/1.0	404	204	http://www.gaythrills.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:28:12	-0500]	GET http://www.gayverify.com/iframe.php HTTP/1.0	404	7272	http://www.gayverify.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
192.117.242.67	-	-	[10/Mar/2004:00:28:36	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:28:41	-0500]	GET http://www.gerlcams.com/iframe.php HTTP/1.0	302	0	http://www.gerlcams.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:28:43	-0500]	GET http://www.gentlemenclubonline.com/iframe.php HTTP/1.0	302	0	http://www.gentlemenclubonline.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
195.5.54.47	-	-	[10/Mar/2004:00:28:59	-0500]	GET http://195.5.54.47:8081/?SESS2136123287 HTTP/1.1	200	5	-	-
195.5.54.47	-	-	[10/Mar/2004:00:29:00	-0500]	GET http://195.5.54.47:8081/?SESS546875287 HTTP/1.1	200	5	-	-
195.5.54.47	-	-	[10/Mar/2004:00:29:00	-0500]	GET http://195.5.54.47:8081/?SESS246458263 HTTP/1.1	200	5	-	-
24.235.131.196	-	-	[10/Mar/2004:00:30:10	-0500]	GET http://www.gothicpics.com/iframe.php HTTP/1.0	302	0	http://www.gothicpics.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
192.117.242.67	-	-	[10/Mar/2004:00:30:45	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
192.117.242.67	-	-	[10/Mar/2004:00:30:45	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:31:13	-0500]	GET http://www.hardfreesmut.com/iframe.php HTTP/1.0	302	290	http://www.hardfreesmut.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:31:39	-0500]	GET http://www.heartbreaker.com/iframe.php HTTP/1.0	404	163	http://www.heartbreaker.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:32:09	-0500]	GET http://www.hentaifactory.nu/iframe.php HTTP/1.0	404	5209	http://www.hentaifactory.nu/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
203.121.182.142	-	-	[10/Mar/2004:00:32:09	-0500]	CONNECT 166.114.250.146:25 HTTP/1.0	500	436	-	-
24.235.131.196	-	-	[10/Mar/2004:00:32:14	-0500]	GET http://www.hentaiparadise.com/iframe.php HTTP/1.0	404	398	http://www.hentaiparadise.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:32:41	-0500]	GET http://www.highclassheels.com/iframe.php HTTP/1.0	302	0	http://www.highclassheels.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:32:55	-0500]	GET http://www.hentai-gold.com/iframe.php HTTP/1.0	302	283	http://www.hentai-gold.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
192.117.242.67	-	-	[10/Mar/2004:00:33:21	-0500]	CONNECT login.icq.com:443 HTTP/1.0	200	-	-	-
203.121.182.190	-	-	[10/Mar/2004:00:33:33	-0500]	\x04\x01	501	-	-	-
24.235.131.196	-	-	[10/Mar/2004:00:33:54	-0500]	GET http://www.hotdojin.com/iframe.php HTTP/1.0	302	285	http://www.hotdojin.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:33:54	-0500]	GET http://www.hotfat.com/iframe.php HTTP/1.0	404	632	http://www.hotfat.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:34:11	-0500]	GET http://www.hotmale.com/iframe.php HTTP/1.0	302	283	http://www.hotmale.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:34:12	-0500]	GET http://www.hotsexsite.com/iframe.php HTTP/1.0	302	307	http://www.hotsexsite.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
24.235.131.196	-	-	[10/Mar/2004:00:34:20	-0500]	GET http://www.hotwife4u.com/iframe.php HTTP/1.0	500	416	http://www.hotwife4u.com/iframe.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)
